Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW20,OUT045,2171.438708
NCO55,OUT049,1687.221841
FDX48,OUT046,2584.647697
FDU48,OUT046,2093.730339
FDR48,OUT019,228.104954
FDK27,OUT013,2134.411381
FDT35,OUT013,2637.393071
FDN12,OUT049,1684.715748
NCE31,OUT019,102.2118581
FDL21,OUT017,648.548457
FDV56,OUT017,1630.758826
FDR16,OUT017,3875.860427
NCP41,OUT049,1660.909473
FDJ27,OUT013,1600.623415
FDA07,OUT017,1966.16774
FDK55,OUT049,1309.775084
FDM33,OUT049,3716.944373
FDY46,OUT046,3078.245715
FDD36,OUT046,2037.305919
FDB12,OUT027,2853.983088
FDF28,OUT019,288.2313541
NCE07,OUT019,368.0808128
FDW50,OUT027,4023.067276
NCW18,OUT017,4053.517954
NCJ17,OUT019,306.5047916
DRZ24,OUT010,193.6189297
FDS07,OUT035,2100.146874
NCW05,OUT010,224.5141481
FDZ22,OUT018,1269.860503
FDK02,OUT046,2089.084728
FDZ45,OUT027,3761.556078
FDL25,OUT046,1340.338707
FDS08,OUT045,2585.398156
NCZ42,OUT027,9406.185297
FDX57,OUT035,1620.436477
FDF21,OUT046,3203.137086
FDJ56,OUT018,1641.200411
FDX10,OUT013,590.3653844
DRG48,OUT035,2454.866376
DRN37,OUT046,2590.936838
NCY41,OUT018,390.3020363
FDN28,OUT045,1688.183822
FDE34,OUT045,3031.54051
FDR10,OUT045,2834.967298
FDC32,OUT017,1420.994223
DRG13,OUT046,2682.873136
FDP59,OUT049,1512.462327
NCT53,OUT010,306.0757774
FDL57,OUT027,4837.741681
FDN32,OUT010,478.6535951
FDK09,OUT018,3103.229568
FDA52,OUT010,389.1324945
FDC57,OUT049,3131.445581
FDI09,OUT035,3579.120767
NCB07,OUT046,2784.454949
FDP26,OUT035,1721.542115
FDP40,OUT027,3915.367481
FDL15,OUT013,2600.603528
FDV07,OUT046,1782.052891
FDS03,OUT017,1111.168939
FDE50,OUT049,3188.277188
FDQ15,OUT017,1278.023124
FDQ33,OUT010,278.0778842
FDT22,OUT013,739.0548027
DRO35,OUT035,1988.181982
FDJ41,OUT049,4082.434243
FDQ27,OUT035,1965.350222
FDC26,OUT017,1877.847276
NCF43,OUT027,4164.703912
NCR50,OUT035,2646.864567
FDE39,OUT018,1829.133439
FDN49,OUT027,895.4419875
DRG11,OUT035,1708.838565
NCA18,OUT049,1838.018917
FDM36,OUT018,2753.293965
FDW32,OUT017,1271.166216
NCQ18,OUT010,206.7152942
FDX14,OUT027,2436.186966
FDD46,OUT017,2407.923805
FDI34,OUT019,563.9345306
NCJ17,OUT035,1346.473779
FDB52,OUT035,3893.637987
FDV55,OUT018,2386.548129
FDC57,OUT046,3115.760163
FDB29,OUT046,1874.686041
NCO43,OUT035,1855.332376
FDG44,OUT045,894.5465061
FDJ34,OUT045,1955.689362
FDH40,OUT049,1301.808157
NCD07,OUT027,3863.153252
FDB41,OUT017,737.7705505
FDH47,OUT018,1322.629923
DRK37,OUT035,3410.595484
FDM25,OUT019,419.6762205
NCX06,OUT045,3130.902521
NCS05,OUT017,2095.499143
FDS39,OUT045,2079.813813
FDC47,OUT027,5488.973186
FDG20,OUT013,2774.983101
DRL23,OUT017,1624.379877
FDY33,OUT013,2634.431789
NCH18,OUT045,3946.309724
FDX47,OUT035,2314.303749
NCB06,OUT045,2737.212726
FDP36,OUT049,779.7523675
FDW44,OUT018,2771.239755
NCU41,OUT018,2888.909365
NCS17,OUT046,1560.701425
FDD46,OUT035,2274.234642
FDE45,OUT017,2865.616341
FDI09,OUT017,3621.38945
NCJ54,OUT010,585.0272443
NCA29,OUT018,2931.277859
NCN41,OUT027,3751.524288
FDY34,OUT035,2741.169193
NCG55,OUT035,1952.906639
DRM49,OUT046,748.892098
NCB42,OUT049,2048.389089
FDE58,OUT045,1837.100399
DRJ25,OUT013,793.7084138
FDS47,OUT010,171.868777
FDY21,OUT049,3250.447956
NCI54,OUT013,1817.073773
FDO24,OUT017,2461.489703
FDY43,OUT035,2805.122899
FDF35,OUT018,1301.505328
NCP29,OUT019,200.7839836
FDN28,OUT027,2562.847084
FDJ50,OUT018,715.7587702
FDQ14,OUT027,3865.99275
FDC37,OUT035,1676.763128
FDN08,OUT046,1908.10404
FDD04,OUT035,2270.864866
FDW34,OUT018,3126.115623
FDP04,OUT017,1017.907143
NCG07,OUT017,3113.223669
NCN14,OUT018,2844.301702
FDJ16,OUT045,827.8814539
NCM42,OUT045,1712.296801
NCF19,OUT046,724.1602105
FDY21,OUT018,3345.093395
FDY19,OUT035,1931.524363
FDV09,OUT045,2562.361782
FDA28,OUT013,2185.344161
FDC38,OUT018,1795.232384
FDL28,OUT045,3842.040145
NCH43,OUT049,3427.961276
NCN53,OUT045,552.2980396
NCW05,OUT017,1911.03364
NCO30,OUT018,2903.723315
FDT04,OUT019,73.51564694
FDB27,OUT018,3192.379798
NCK07,OUT013,2515.504733
NCA53,OUT013,766.8153648
FDB33,OUT018,2462.451118
FDU37,OUT017,1355.958007
FDR13,OUT035,1897.844041
FDE45,OUT049,2750.935382
FDV37,OUT017,3082.896289
FDX44,OUT019,289.6625525
NCL06,OUT017,4436.794205
FDJ28,OUT045,3099.385381
FDX55,OUT049,3725.139189
NCK17,OUT018,396.9352978
FDH52,OUT035,967.4816698
FDN13,OUT027,2858.926523
FDK44,OUT018,2624.281168
FDU16,OUT046,1412.369169
FDZ07,OUT017,1023.526237
NCN06,OUT027,4249.746408
FDH02,OUT010,208.7154438
NCW18,OUT045,3665.848942
FDH57,OUT013,2080.458847
FDV35,OUT045,2578.853956
NCU29,OUT013,2724.104802
NCP02,OUT046,787.2858034
FDN44,OUT013,2662.478316
FDX03,OUT018,397.5751706
FDR11,OUT010,403.005611
FDA36,OUT046,3261.14649
FDP58,OUT027,4794.936185
FDH31,OUT045,1555.674018
FDH34,OUT035,3191.421024
FDS13,OUT035,3692.845405
FDT01,OUT018,3061.033631
FDY09,OUT049,2884.913474
FDV33,OUT027,5467.020853
NCW29,OUT010,258.7792781
NCN17,OUT045,1687.303818
FDX01,OUT046,1916.077162
FDL03,OUT049,2988.414268
DRL59,OUT049,950.6437268
DRM11,OUT027,5344.319996
FDA43,OUT049,3077.136408
FDZ56,OUT010,296.9040983
FDI44,OUT018,1264.204367
FDB50,OUT013,1237.203328
FDU15,OUT019,58.14967049
NCJ19,OUT019,205.9817003
FDD48,OUT013,2100.037815
NCW42,OUT035,3946.189492
FDL24,OUT017,2993.672106
NCB30,OUT013,2879.574999
FDK25,OUT013,2868.132545
FDW28,OUT049,3023.810587
FDD47,OUT017,2981.423857
FDK16,OUT019,238.4841879
FDW37,OUT046,1484.214081
FDA48,OUT035,3767.464081
FDA14,OUT017,2513.782386
FDV15,OUT013,1744.787922
FDN22,OUT049,3866.470117
NCD55,OUT045,646.3851897
FDY43,OUT013,2788.758994
NCU05,OUT017,1264.952195
FDF10,OUT035,2636.679227
FDR39,OUT018,2966.255658
FDG40,OUT013,583.1319629
FDZ28,OUT019,289.8604482
FDE02,OUT045,1462.057752
FDU60,OUT049,3314.128567
FDM21,OUT013,3953.378893
FDV52,OUT019,287.3174314
NCW06,OUT013,3141.760007
FDX36,OUT035,3812.222054
FDT35,OUT027,4266.825218
NCL19,OUT010,298.9685121
NCD31,OUT046,2752.510657
FDE53,OUT019,319.9284221
FDW58,OUT019,218.2666964
DRF48,OUT046,3185.354166
FDW57,OUT035,2685.594196
DRH13,OUT017,1682.006427
FDT33,OUT013,2578.353535
DRK47,OUT027,5583.823562
FDY22,OUT010,341.3300089
FDC35,OUT019,477.2296216
FDO03,OUT013,3717.894375
FDF24,OUT045,1274.49822
FDF56,OUT018,2764.829732
FDD28,OUT013,756.2176429
FDG53,OUT027,3359.087027
FDO27,OUT019,321.3392951
NCF54,OUT018,2786.216439
FDC20,OUT027,1510.902558
FDU10,OUT046,655.1659869
DRA24,OUT018,2327.005379
FDA02,OUT010,282.7305842
FDG10,OUT017,763.4902937
FDW39,OUT010,529.6829678
FDP04,OUT019,212.6307632
NCM55,OUT013,3196.893623
FDG47,OUT045,4480.948124
NCU41,OUT017,3110.850334
NCK31,OUT017,754.4303119
FDZ46,OUT045,1680.102826
FDU13,OUT027,3387.156262
NCF19,OUT045,712.2218656
NCJ43,OUT013,2922.422214
NCJ05,OUT045,2551.695935
FDS04,OUT027,3683.719553
FDX28,OUT010,198.8676335
FDB41,OUT027,1094.579748
FDG53,OUT046,2148.125218
FDL15,OUT010,286.8440694
FDQ08,OUT049,922.2889207
DRN36,OUT013,1576.06355
FDI46,OUT013,4363.643509
FDG16,OUT027,5083.453125
FDV32,OUT013,1062.334038
FDF44,OUT010,195.9508546
FDK04,OUT018,771.9538691
NCA41,OUT013,3150.995884
FDD51,OUT017,642.1617233
NCZ53,OUT045,3149.714453
FDP01,OUT027,4043.34991
FDY25,OUT049,3080.591747
FDB17,OUT018,2702.5632
NCV54,OUT018,1704.606152
FDJ32,OUT017,1058.468699
FDA37,OUT049,2005.222917
FDG35,OUT035,3283.823589
NCM05,OUT018,4530.008987
FDG45,OUT046,3687.195587
FDH28,OUT013,634.4744754
NCE18,OUT049,3908.036445
FDH38,OUT045,1899.950763
FDR56,OUT013,2955.637126
FDH17,OUT027,2389.632623
FDD39,OUT049,3565.243488
FDB41,OUT049,777.8377992
NCR53,OUT046,3587.764609
FDX46,OUT017,806.8058146
FDV28,OUT049,652.6074722
FDA08,OUT018,2368.391979
FDH45,OUT017,659.7451335
NCS38,OUT010,216.7431326
FDD40,OUT010,515.0780469
DRM59,OUT035,2199.425454
NCJ43,OUT018,3167.667348
NCN29,OUT013,723.2829989
NCC19,OUT045,3245.421273
FDR56,OUT035,3185.871954
FDZ43,OUT049,3966.358531
FDJ32,OUT010,144.7123534
DRH03,OUT017,1402.827361
NCZ54,OUT035,2968.878444
FDE26,OUT017,2488.311681
FDS03,OUT045,1178.147918
DRZ24,OUT019,324.1469525
FDO48,OUT027,5444.213524
FDW39,OUT049,2766.384759
NCK05,OUT049,1000.648409
NCK30,OUT017,4178.649838
FDT27,OUT018,2955.402819
FDS08,OUT019,373.2914398
NCJ19,OUT049,957.6947172
FDC58,OUT045,666.6052508
DRE37,OUT013,3104.223572
FDW02,OUT035,2156.826126
FDJ02,OUT010,327.9368755
FDX09,OUT045,2910.868812
FDT31,OUT010,491.473174
FDI24,OUT049,2835.38559
FDY09,OUT045,3120.699987
FDV28,OUT045,540.1337045
DRM47,OUT049,3176.054944
FDT52,OUT019,590.048431
FDI48,OUT018,721.5836033
FDY55,OUT017,4206.370344
FDU48,OUT013,2108.90245
FDN25,OUT045,792.6594085
FDP20,OUT049,1964.664397
FDJ15,OUT013,3254.772928
FDD04,OUT018,1800.828639
FDY58,OUT045,4016.833773
FDR37,OUT018,2836.469424
FDF44,OUT013,2129.502206
FDD32,OUT045,1264.49462
FDR57,OUT017,2296.448442
DRG39,OUT027,1598.93921
FDX15,OUT017,2592.215667
DRN37,OUT045,2444.524037
FDW40,OUT027,4133.186733
FDB32,OUT049,1531.629783
FDM40,OUT018,2042.522816
FDE39,OUT027,3085.391011
DRH49,OUT017,1285.061798
FDT46,OUT049,739.3081215
NCF06,OUT035,3625.44185
FDP07,OUT017,2959.825114
FDC04,OUT013,4082.601644
FDZ32,OUT017,1724.042486
FDD50,OUT045,2789.929934
FDU56,OUT017,3196.331914
FDV34,OUT017,1054.095625
NCY41,OUT013,609.558425
NCK18,OUT046,2698.675265
DRH25,OUT049,895.3853721
FDT57,OUT046,4229.016351
FDV56,OUT018,1343.82916
FDV12,OUT045,1609.302975
FDN52,OUT017,1316.209259
FDX38,OUT035,719.2035484
FDE47,OUT018,1801.615401
NCO07,OUT013,3623.914186
FDV09,OUT027,3337.800679
FDZ23,OUT019,490.3416495
DRH51,OUT018,1223.042036
NCY54,OUT045,2875.923617
DRG49,OUT013,4253.036628
NCC19,OUT049,3273.880465
NCV53,OUT045,4406.675672
FDZ47,OUT019,249.4656902
NCO26,OUT018,1681.726755
NCP02,OUT045,910.2585385
NCW30,OUT018,3742.334106
NCN55,OUT046,4031.140975
FDB20,OUT010,164.4513742
DRL11,OUT013,2390.743954
DRD60,OUT045,3274.129567
FDW14,OUT010,183.5181584
FDL27,OUT010,148.5040505
FDU09,OUT018,747.1703617
DRH36,OUT027,2338.209289
FDP34,OUT027,3517.152192
FDE04,OUT017,2973.250695
FDZ57,OUT027,3533.562632
FDF02,OUT010,226.8812215
FDG28,OUT045,4005.812394
NCI31,OUT046,630.3758359
FDT43,OUT013,787.7278663
FDU20,OUT046,2237.240723
FDD53,OUT013,650.4331067
FDW15,OUT045,2626.262394
NCT53,OUT045,2646.866804
NCG55,OUT027,2799.423259
FDD48,OUT035,1991.392546
FDG47,OUT049,4494.572516
FDI21,OUT017,1183.25157
FDT27,OUT017,3789.973926
DRO35,OUT013,2073.402539
FDD33,OUT017,3879.349925
FDC04,OUT035,4052.951128
FDY34,OUT013,2564.495455
DRJ49,OUT049,2126.457745
FDE05,OUT049,2824.522721
FDU31,OUT017,3914.401669
NCN19,OUT027,4561.11418
FDK56,OUT027,5879.66805
FDK58,OUT017,1773.196068
NCJ42,OUT035,1663.955602
FDZ34,OUT027,6176.363832
FDA52,OUT018,2992.155487
NCR29,OUT013,757.8735024
FDT48,OUT035,3004.01292
DRJ51,OUT019,558.3100001
NCS54,OUT046,3075.778382
FDV01,OUT035,2564.615493
DRG51,OUT027,4571.188327
NCG42,OUT013,2119.854464
FDA51,OUT049,1886.240435
FDV19,OUT010,353.7934542
NCT18,OUT045,3246.435817
NCS41,OUT045,3246.575566
FDO03,OUT046,3832.394147
FDL12,OUT010,197.0037192
FDY37,OUT010,305.8685667
FDI58,OUT049,1496.020157
FDT28,OUT018,2264.467703
NCC42,OUT010,286.1930291
FDO01,OUT017,2223.347527
FDJ02,OUT013,2505.891505
FDQ04,OUT018,355.8275259
DRL47,OUT013,2022.752877
FDZ32,OUT035,1699.852788
FDC35,OUT035,3612.241095
FDX14,OUT045,1201.913023
FDZ35,OUT013,1657.055008
FDL14,OUT013,2266.009269
FDO04,OUT049,922.0090243
DRK11,OUT017,2321.830907
FDB44,OUT018,3728.172068
FDZ50,OUT049,3251.975847
FDI12,OUT027,2954.904779
FDU43,OUT017,4028.513198
FDD58,OUT010,200.2941887
FDB27,OUT017,3402.967473
FDB04,OUT018,1270.047784
NCO17,OUT013,2007.403701
FDL12,OUT017,890.1979111
DRJ13,OUT049,2667.896321
FDD57,OUT045,1526.189028
FDW19,OUT035,1800.330078
DRD27,OUT018,1398.824509
FDH27,OUT027,4102.219764
NCW30,OUT027,7912.469747
FDR40,OUT018,1176.330815
FDG05,OUT013,2432.49722
NCY41,OUT019,75.58797759
FDI38,OUT018,3267.847067
FDR20,OUT046,652.469281
FDE09,OUT017,1681.614186
FDN50,OUT019,258.8511317
DRF27,OUT045,2531.277847
DRF51,OUT013,626.7867861
NCO02,OUT019,180.7360352
FDB51,OUT027,1648.270356
FDJ50,OUT013,785.2951612
FDN52,OUT013,1346.910186
FDX14,OUT013,1317.013511
FDT27,OUT019,533.2229892
FDV10,OUT013,692.3213527
FDU33,OUT046,761.6995156
FDU58,OUT046,3369.906325
NCP42,OUT027,5081.544467
FDL51,OUT027,5164.193623
DRH15,OUT027,933.3820274
FDU16,OUT017,1324.108117
FDW15,OUT017,2571.097543
FDQ44,OUT045,2029.865781
NCI06,OUT027,4771.367023
DRK23,OUT019,521.0758813
FDC28,OUT035,1679.403358
NCY17,OUT019,75.28413314
NCV05,OUT018,2300.134297
FDM34,OUT019,312.786887
DRD60,OUT027,4911.945709
FDT38,OUT046,1354.859293
FDQ57,OUT018,2211.04459
FDE59,OUT027,920.5750307
NCM43,OUT046,2740.78002
DRI51,OUT049,2791.29389
NCG30,OUT017,1976.782174
NCK54,OUT035,2002.260893
FDQ16,OUT019,259.4740865
FDI36,OUT013,2983.823462
FDX16,OUT027,3727.596709
FDA34,OUT046,2938.915211
FDJ48,OUT018,3060.778189
FDU47,OUT035,2035.387398
FDS39,OUT046,2081.684728
FDD11,OUT046,3947.624265
FDM16,OUT027,2038.982857
FDU56,OUT018,3094.114501
FDQ32,OUT017,2071.509448
DRK35,OUT013,686.9056965
FDA58,OUT049,3568.94025
DRG48,OUT019,335.7233375
FDT59,OUT010,570.2748552
FDQ31,OUT019,244.3488994
FDS51,OUT018,926.2846672
FDW32,OUT027,2508.516354
FDI15,OUT027,4320.55108
NCV30,OUT017,979.484575
DRG25,OUT049,3218.190068
FDT02,OUT013,571.4685773
FDO33,OUT027,3298.295609
FDP38,OUT035,714.1228204
FDZ45,OUT035,2949.04496
NCA54,OUT027,4997.852134
FDU33,OUT017,844.8373676
FDN58,OUT017,3893.790591
FDI05,OUT045,1233.501461
FDM57,OUT019,197.8469772
NCS42,OUT027,2384.623545
FDB57,OUT045,3864.627489
FDC03,OUT045,3133.776688
FDZ58,OUT013,2144.416312
NCK29,OUT045,2044.551912
NCR53,OUT045,3708.846524
FDE26,OUT027,4061.862032
FDU52,OUT049,2342.280131
FDE41,OUT027,2297.370741
FDU38,OUT018,2980.076971
FDA52,OUT017,2581.853474
FDW46,OUT046,1079.338514
DRI59,OUT035,3892.139534
FDT38,OUT035,1332.240703
FDL33,OUT018,3185.726826
FDQ01,OUT027,6583.826618
FDJ08,OUT046,3181.971697
FDQ47,OUT049,674.6316582
NCZ18,OUT013,4308.729768
FDE29,OUT017,1028.49503
FDF10,OUT027,3168.192508
FDC48,OUT049,1328.246697
FDY58,OUT013,3973.641326
NCX30,OUT010,787.9965136
FDV11,OUT013,2829.554883
FDT46,OUT046,738.2969855
DRD01,OUT019,170.7213482
FDQ11,OUT013,4205.917196
NCM41,OUT017,1404.969165
NCC55,OUT013,620.3103262
FDG45,OUT027,5070.22191
NCQ54,OUT049,3102.936323
FDM34,OUT045,1998.055511
FDD17,OUT019,519.0631868
FDN38,OUT027,6375.735878
FDB53,OUT018,2024.379475
NCL06,OUT035,4366.390545
NCV18,OUT019,223.0508799
FDX25,OUT013,3244.128042
FDB39,OUT046,852.975515
FDC33,OUT049,3056.797987
NCO14,OUT018,456.2467842
FDA58,OUT027,5672.176726
NCQ02,OUT017,3133.563986
NCR53,OUT017,3735.71107
FDN52,OUT046,1331.021762
FDG26,OUT046,3977.844836
FDE23,OUT027,1470.017855
DRI37,OUT013,822.9592466
DRH37,OUT018,2403.042382
FDO01,OUT035,2147.736302
FDK45,OUT049,2059.885498
FDP23,OUT049,3663.624892
FDM33,OUT035,3802.169427
FDD36,OUT017,2100.395408
FDL56,OUT017,1266.835372
FDT27,OUT010,553.6600464
FDG52,OUT017,655.0112391
NCL42,OUT035,4230.783157
DRJ24,OUT046,3143.227013
FDV38,OUT046,832.8432965
FDT35,OUT045,2816.559472
FDY51,OUT045,3749.031493
FDC37,OUT017,1677.48643
NCP43,OUT013,2987.946387
FDO33,OUT045,1679.884416
FDW04,OUT018,1789.705695
NCC31,OUT046,2319.155112
FDK22,OUT049,3598.054214
FDJ50,OUT017,831.2693529
FDV13,OUT017,1371.440874
DRL60,OUT017,2349.330283
FDW03,OUT017,1771.268682
FDY27,OUT035,2766.502268
FDB39,OUT027,1547.703592
FDU59,OUT045,2403.239488
FDZ57,OUT049,2139.083062
FDO21,OUT049,3484.275973
FDS43,OUT018,2995.266482
FDU28,OUT010,526.3247603
FDC51,OUT010,200.9582807
FDW16,OUT010,217.7842704
FDP32,OUT010,172.9934213
FDB60,OUT019,439.6754833
NCQ30,OUT046,1991.652957
FDD26,OUT049,3290.341237
FDI44,OUT045,1303.088726
DRH23,OUT046,914.9075884
FDO44,OUT046,1776.695659
FDG04,OUT046,3080.143488
FDM32,OUT027,2868.212461
FDM09,OUT013,2636.367359
FDZ47,OUT013,1550.395919
FDM40,OUT027,3714.205649
FDY48,OUT017,1686.771569
NCM30,OUT045,652.4762057
FDX36,OUT010,525.1330596
DRF03,OUT017,644.7084137
FDN51,OUT049,4186.599608
FDM57,OUT049,1270.811571
FDB35,OUT049,1439.033035
FDY13,OUT027,2710.045048
FDA37,OUT017,1992.147685
NCX53,OUT017,2249.964596
FDD59,OUT018,1202.605382
FDX10,OUT019,94.86334853
FDC03,OUT018,2911.352565
FDW43,OUT035,3911.54808
FDW10,OUT046,2714.439701
FDY14,OUT027,5374.255722
FDV43,OUT045,729.5628483
FDO40,OUT013,2539.553437
FDP46,OUT027,2464.435349
NCE43,OUT019,359.7749636
FDD05,OUT035,2201.897847
FDJ60,OUT010,454.0951273
DRE27,OUT018,1384.081225
FDO11,OUT035,4415.411306
DRG11,OUT027,2643.532781
FDK33,OUT010,490.6743995
DRM23,OUT045,2695.712412
FDJ02,OUT027,4033.373233
NCZ05,OUT045,1636.287785
NCL30,OUT013,2097.145445
FDZ19,OUT018,2606.558455
FDM45,OUT049,2027.845528
FDO36,OUT046,2914.007677
NCK31,OUT045,721.9606127
DRJ37,OUT045,2408.907175
FDP24,OUT018,1882.517637
FDF46,OUT013,1743.336215
FDX46,OUT019,163.2930416
NCL18,OUT045,3078.580578
FDJ26,OUT013,3165.071728
FDJ07,OUT045,1993.825651
FDY15,OUT013,2512.590621
DRG01,OUT045,1198.928578
FDF58,OUT045,1119.088417
FDZ14,OUT019,277.7064692
FDP31,OUT049,919.4962754
FDH45,OUT013,649.684706
FDA09,OUT010,378.7158503
FDW31,OUT035,2839.260816
FDA57,OUT046,660.9831038
NCE55,OUT035,2687.089876
FDC17,OUT019,538.7391833
FDC59,OUT013,938.687606
FDA22,OUT013,2702.33796
FDK52,OUT035,3714.087518
NCM26,OUT046,2485.035799
NCT53,OUT035,2449.08578
FDW45,OUT018,2372.375616
NCI18,OUT035,3603.571999
FDE38,OUT018,2440.789807
FDF08,OUT019,288.1350134
FDY58,OUT010,544.9601638
FDF58,OUT019,189.6902122
FDX39,OUT017,4098.620701
FDB44,OUT049,3427.897688
FDF28,OUT013,2121.845427
FDE39,OUT013,1864.4147
FDT37,OUT018,3266.542707
FDZ45,OUT017,3116.108215
FDO40,OUT035,2676.859908
FDM57,OUT027,2027.392488
DRG36,OUT017,2877.480711
FDY36,OUT010,158.5658999
DRL60,OUT027,3773.617325
FDS25,OUT019,264.0735357
DRF49,OUT027,3290.138171
FDP16,OUT045,4128.439797
FDS60,OUT049,2393.276232
FDU15,OUT027,891.7097219
FDK43,OUT046,2120.478988
FDN25,OUT046,750.4350486
FDE53,OUT049,1664.317961
FDB22,OUT013,2287.76565
FDE39,OUT017,2056.66671
FDX35,OUT035,3816.611159
NCG54,OUT049,2737.320199
FDH27,OUT035,2523.583547
NCK42,OUT013,3144.489864
FDS25,OUT049,1743.405603
FDI10,OUT018,2750.800064
FDU35,OUT035,1675.612028
FDI04,OUT017,3087.111353
DRK23,OUT035,4510.699727
FDB53,OUT019,238.8590896
FDY02,OUT049,3949.029074
FDM60,OUT035,656.5814038
NCJ31,OUT010,644.8319549
DRP35,OUT017,1988.925462
NCQ30,OUT018,1711.79374
DRL11,OUT010,291.3182411
FDU01,OUT013,3289.438133
FDR39,OUT035,3183.982471
FDO08,OUT046,2404.507988
FDC02,OUT045,4751.988518
NCZ29,OUT035,1990.728905
FDF29,OUT010,297.1333905
FDZ23,OUT017,3065.680859
NCU53,OUT018,2359.233091
NCW30,OUT013,4123.056636
NCM26,OUT027,4088.022612
FDV50,OUT027,3032.487642
FDW15,OUT049,2571.703908
FDI35,OUT027,5235.224603
FDO11,OUT017,4512.682267
FDN48,OUT046,1518.747627
NCA17,OUT049,2420.139801
NCN54,OUT013,1123.011841
FDP22,OUT013,732.5401858
NCB54,OUT035,1974.847085
FDD08,OUT045,658.5382469
DRM48,OUT010,99.40562622
FDG41,OUT027,3239.36955
FDE44,OUT027,1708.683872
FDE26,OUT035,2550.523228
NCS38,OUT013,2487.591602
NCJ54,OUT018,3446.058203
FDI40,OUT019,267.3093834
FDN45,OUT018,4069.665406
FDU43,OUT046,4084.707099
FDI04,OUT010,472.5488215
NCC07,OUT018,1336.596839
NCC07,OUT019,230.5747278
NCD18,OUT045,3954.568222
FDU55,OUT035,4327.22218
FDX59,OUT035,555.7737233
FDR52,OUT049,3135.548192
NCP17,OUT013,933.9318315
FDQ32,OUT045,2056.600357
NCT17,OUT049,3152.843159
FDO10,OUT049,828.3937109
FDE32,OUT049,568.3042195
FDN44,OUT045,2775.010722
FDH02,OUT035,1239.858046
FDK60,OUT013,1599.500913
FDS24,OUT019,224.4002841
FDL03,OUT010,596.3555427
FDB46,OUT027,5175.308411
FDO48,OUT049,3875.37237
FDZ39,OUT049,1668.050441
FDT02,OUT027,1142.877462
FDC50,OUT013,1578.872966
FDP39,OUT035,764.9767895
DRG15,OUT018,1046.924084
FDP10,OUT018,1441.381714
FDF53,OUT027,5000.983572
FDN34,OUT045,2747.144892
FDK02,OUT045,2029.857668
FDC23,OUT045,2912.52487
FDJ10,OUT019,302.2272978
FDE53,OUT035,1664.231614
FDR25,OUT035,4410.01557
FDW50,OUT046,2567.203618
FDS09,OUT049,798.912023
FDW49,OUT010,557.124063
FDU51,OUT046,3065.365235
FDF28,OUT018,1862.154572
NCY30,OUT018,2865.0489
FDD44,OUT045,4447.591926
FDX09,OUT017,2876.784858
NCF30,OUT013,2141.316062
FDZ50,OUT019,501.7053137
FDW37,OUT013,1365.838922
FDD11,OUT049,3994.317251
DRH39,OUT018,1179.737565
FDA36,OUT049,3054.642682
NCG43,OUT049,1492.06714
FDF02,OUT035,1676.831387
FDP57,OUT027,2538.592592
NCE42,OUT017,3661.92975
NCR38,OUT027,5699.321959
FDP03,OUT019,273.6948405
FDO51,OUT035,692.3626085
NCQ42,OUT046,2029.688455
NCM41,OUT046,1357.593935
FDH48,OUT027,2040.529763
DRF60,OUT046,3958.673998
FDJ27,OUT035,1592.89522
FDQ14,OUT013,2379.552906
FDN27,OUT017,2021.515823
NCQ02,OUT046,3113.432296
FDJ33,OUT049,2060.002213
FDP07,OUT027,5707.953434
DRE01,OUT049,3911.083348
FDU36,OUT045,1503.760205
FDL28,OUT017,3914.931347
NCX53,OUT046,2318.57615
FDZ39,OUT013,1654.76785
NCP42,OUT013,3089.647969
FDJ14,OUT035,1295.19493
FDK04,OUT049,828.3925777
NCC19,OUT017,3180.747125
FDS09,OUT018,727.5833062
FDZ02,OUT046,1630.068983
FDD35,OUT018,1808.993833
NCY42,OUT017,2453.445891
FDB05,OUT045,4048.091476
FDF20,OUT035,3124.343406
NCO41,OUT018,1280.770291
FDC40,OUT027,1989.189133
FDV58,OUT045,2882.767525
FDZ57,OUT045,1962.395765
DRM35,OUT046,2989.395962
DRN36,OUT018,1365.973655
FDQ13,OUT046,1247.242183
DRO35,OUT010,269.7270476
NCD43,OUT035,1719.075661
FDA51,OUT018,1650.551684
NCX17,OUT027,5750.902424
NCZ17,OUT049,657.2649384
FDR11,OUT027,3394.646678
FDW34,OUT049,4043.907001
FDN50,OUT017,1406.259802
FDS09,OUT046,761.8154502
FDS48,OUT018,2316.441256
FDL44,OUT049,2749.372947
DRF48,OUT018,2836.272409
FDA14,OUT018,1919.903271
NCD30,OUT049,1584.380228
FDI16,OUT017,812.3700946
NCG06,OUT035,4191.221101
DRZ24,OUT035,2101.071862
NCS17,OUT045,1536.855451
FDB37,OUT045,4044.972994
FDE10,OUT035,2015.712552
FDC57,OUT045,3097.374161
FDM12,OUT018,2842.424068
FDE24,OUT049,2182.584155
FDW22,OUT045,3794.14033
DRD01,OUT027,1794.694884
NCZ18,OUT027,5875.156073
FDN49,OUT045,651.2908729
FDR22,OUT035,2315.126276
FDV08,OUT019,104.4550257
FDY39,OUT046,3441.223271
FDV36,OUT049,2339.602806
FDO60,OUT045,733.5164771
FDU04,OUT027,3169.630199
FDR20,OUT027,1437.216615
